id,translation
687,фанатичный
688,могила
689,"большой город, крупный город, мегаполис"
690,опасность
691,"опасный, угрожающий"
692,"посредством, с помощью"
694,"доминировать, преобладать, господствовать"
695,победа
696,"черта, особенность"
697,"сильно, крепко"
698,Грузия
699,"деминутив, уменьшительно-ласкательная форма"
701,"фасоль, боб"
702,жало
703,душа
704,"венец, венок"
705,больший
706,"флаг, знамя, стяг, транспарант, хоругвь"
707,провокация
708,"трясти, встряхивать, сотрясать"
709,понедельник
711,"изменять, менять"
712,реакция
715,идеология
716,его
717,поздно
718,и
719,выражение
720,"разговор, беседа, интервью"
721,"виновник, нарушитель, преступник"
722,штраф
723,стимулировать
724,"или, либо"
725,заполнить
727,гнида
728,"штопать, зашивать"
729,"скала, утёс"
730,"старательный, тщательный, усердный"
731,радиоактивный
732,уступать (дорогу)
733,костный мозг
734,"ясный, яркий, светлый"
736,"коммуникация, связь, общение"
737,под
738,копать
739,директива
740,"единство, единение, согласие"
741,"однократно, единоразово"
742,страдать
743,стрелять
745,проблема
746,мимо
747,"крикнуть, вскрикнуть"
748,"кривой, изогнутый"
749,"выражать, высказывать"
750,откуда
751,декабрь
752,зеленый
753,педофил
754,говорить
757,"крайний, экстремальный"
758,"корм, фураж"
759,раздражительный
760,"отставка, сложение полномочий"
761,"наследство, наследие"
762,обвинить
763,увольнять
764,кора
765,"бок, сторона"
766,"или ... или ..., либо ... либо ..."
767,"страх, боязнь, ужас"
768,"фанат, поклонник"
769,информация
770,"личный, персональный"
771,изобразить
772,демонстрация
773,обезглавить
774,участие
775,"повсюду, всюду, во все стороны, каждым путём"
779,"худший, наихудший"
780,всегда
781,найти
782,"греметь, громыхать"
783,сын
784,второй
785,муравей
786,имя существительное
787,клетка
788,клевать
789,"клонить, склонять, наклонять"
791,коробка
792,она
793,компания
794,опубликовать
796,"беспричинно, без причины, без повода"
797,"отвергнуть, отклонить, отказать"
799,конференция
802,возраст
803,радостный
804,процедура
805,префикс
807,"фотография, фото"
808,конъюнкция
809,спряжение
810,конкретный
811,конкурировать
812,конкурс
813,самородок
814,самолёт
815,комната
816,композитор
817,"растопить, расплавить"
818,"грач, ворон"
820,"конкуренция, соперничество"
821,"усложнять, осложнять"
822,конфликт
823,конгресс
824,"конфронтация, противостояние"
825,"оставить, бросить, покинуть"
826,огонь
827,глагол
828,укроп
829,герб
830,ухо
831,украинский
832,"контролировать, наблюдать, надзирать"
833,"за, позади, после"
834,"копать, рыть"
835,координатор
836,гигант
837,"гладкий, ровный, скользкий"
838,римский
839,"сотрудничать, взаимодействовать"
841,позвоночник
842,западный
843,звук
844,конфисковать
845,танк
846,ёж
847,"таверна, закусочная, корчма"
848,кордон
849,"спазм, судорога"
850,"корчить, скрючивать"
851,камера
852,шаг
853,политик
854,комиссар
855,"кража, воровство"
856,поддержать
857,корона
858,"моргнуть, мигнуть"
859,кормить
860,"край, страна, земля, местность"
862,"информированный, осведомлённый"
863,"информировать, осведомлять"
864,"другой, иной, прочий"
865,сердцевина (стебля)
866,"следствие, расследование"
867,коррупция
868,косовский
869,пена
870,карп
871,кость
872,умирать
873,перевод (устный)
874,"владение, собственность"
875,"иметь, обладать"
876,быть правым
877,золотой
878,"ящер, ящерица"
879,Латвия
880,круг
881,"освободить, вызволить"
883,кирпич
884,"лёгкий, простой"
885,"измерение, замер"
886,девятнадцать
887,радиация
888,"минуть, пройти"
889,щека
890,"повлиять, воздействовать"
892,математика
893,миссия
894,лехитский
895,провозить контрабандой
896,император
897,индоевропейский
898,протестовать
900,современный
901,класть
902,"рапорт, отчёт"
904,аналитик
905,мука́
906,"делать, совершать, причинять, учинять"
907,отделённый
908,пять
909,мяч
910,мочь
911,"мять, толочь, давить"
912,овёс
914,"едкость, язвительность"
915,единственное число
916,"учитель, преподаватель"
917,мнение
918,строить
919,прецедент
920,мой
921,поэма
922,мусульманин
925,"молоть, перемалывать"
926,"можно, возможно"
927,гриб-зонтик
928,морковь
929,морское дно
931,"выставлять, показывать, демонстрировать"
932,"зверь, чудовище, монстр"
934,"может быть, возможно"
935,мозг
936,музей
937,каждый
938,"торчать, выставляться"
939,"закладывать, учреждать, основывать, создавать"
940,заблокировать
941,"украсть, своровать"
942,где
943,"награда, приз, вознаграждение"
944,пальто
946,евро [€]
947,острый
948,"начальник, лидер, руководитель, глава, шеф, командир"
949,немой
950,наркоман
951,"туман, мгла, дымка"
952,грести (граблями)
953,"сокращение, укорочение, аббревиатура"
955,"нападать, атаковать"
956,"поле, нива"
957,"напасть, атаковать"
958,написа́ть
959,версия
960,махать
961,нос
962,"образ, картина, рисунок"
963,недавний
967,немного
968,ненавидеть
969,наследник
970,живой
971,названный
972,"голубой, синий, небесный (цвет)"
973,"защищать, оборонять"
974,тропический циклон
975,протокол
976,трубить
977,умереть
978,"уничтожить, разрушить"
979,Португалия
980,"развлечение, увеселение, забава"
981,"прошедший, прошлый, минувший"
982,нас
983,"какой-то, некий"
984,немецкий
985,научиться
986,тринадцать
988,трон
990,пообещать
991,"глупец, дурак, тупица, придурок"
992,непосредственно
993,ничей
994,беспорядок
995,галерея
996,несовершенный вид
997,невеста
998,оба
999,"единственный, единый, одинокий"
1000,общий
1001,кое-куда
1002,"ниже, вниз"
1003,нюхать
1004,"отклонять, отвергать, отбрасывать"
1005,"объяснить, разъяснить, растолковать"
1006,"появиться, показаться, объявиться, обнаружиться"
1007,продолжать
1009,виновный
1010,принадлежать
1011,искра
1012,искать
1013,"народ, нация"
1014,нож
1015,"ноль, нуль"
1016,фонд
1017,"открыть, раскрыть, обнаружить"
1018,"недостаток, нехватка, дефицит"
1019,независимость
1020,французский
1021,нидерландский
1022,четыреста
1023,статус
1024,посетить
1025,"посылать, отправлять"
1027,"целый, цельный, весь"
1028,оскорбление
1030,"оскорбить, обидеть"
1031,образование
1032,"обряд, церемония, ритуал"
1033,"для, ради"
1034,"носить (одежду), надевать"
1035,уксус
1037,носить
1038,"конь, лошадь"
1039,"вследствие, из-за, в результате, по причине, в связи с"
1040,грузинский
1041,"размешать, смешать"
1042,"предупреждать, предотвращать, отвращать, отворачивать"
1044,Россия
1045,ребро
1046,рецепт
1047,желать
1048,"огромный, гигантский, громадный, чудовищный"
1049,эксперт
1051,"схватить, сцапать, поймать"
1052,ослабленный
1053,"шапка, шляпа"
1054,шахматы
1055,"длиться, продолжаться"
1056,"открытый, отворённый"
1057,узел
1058,"палка, трость"
1059,"достичь, добиться"
1060,упасть
1061,студент
1062,суббота
1063,Пакистан
1064,организация
1065,коммунистический
1066,отруби
1067,вчера
1068,Индия
1069,"обозначать, означать, подразумевать"
1070,"обозначить, назвать, дать определение"
1073,"противодействие, сопротивление"
1074,религия
1075,папоротник
1076,ещё
1077,"начало, старт"
1078,"начать, стартовать, приступить"
1079,"пеший, пешеход"
1080,рабство
1081,"изменить, сменить, поменять"
1082,наполнять
1083,"пустой, полый"
1084,дочь
1085,подождать
1086,орех
1087,"утверждение, заявление"
1089,наполнить
1090,останавливаться
1091,"кричать, плакать"
1093,кот
1094,"красота, краса"
1096,стрела
1097,струна
1098,страница
1099,свой
1100,"усилить, укрепить"
1101,"дисплей, монитор"
1102,"вероятно, скорее всего, наверно, наверное"
1103,расцветать
1105,плевать
1106,никуда
1107,семнадцать
1108,показывать
1109,"мальчик, мальчуган, мальчишка"
1110,комитет
1111,птица
1112,осёл
1114,поддерживать
1115,пол
1116,"учебник, руководство"
1117,подписывать
1118,"мэрия, ратуша, горадминистрация"
1119,ратифицировать
1120,консервировать
1121,"предупредить, предотвратить, отвратить, отвернуть"
1122,отовсюду
1123,Организация Объединённых Наций
1124,ориентация
1125,облако
1126,"тьма, темнота"
1127,гнев
1128,глухой
1129,поцелуй
1130,собственнический
1131,"оправдывать, реабилитировать"
1132,боль
1133,"пепел, зола"
1135,"поранить, ранить"
1136,"справа, по правую сторону"
1138,"владеть, обладать"
1139,приходить
1140,"приготовить, подготовить"
1141,"друг, приятель, товарищ"
1142,"сравнить, сопоставить"
1143,прилагательное (грам.)
1144,"хороший, добрый"
1145,поголовье
1146,трогать
1147,"пищать, визжать"
1149,рассы́пать
1150,посредник
1151,прийти
1154,постепенно
1156,сентябрь
1157,"невинный, целомудренный"
1158,предлог
1159,"винительный падеж, аккузатив (грам.)"
1160,"враг, неприятель, противник, недруг"
1161,"нести, переносить"
1162,расширить
1163,висеть
1164,правый
1165,"нуждаться, требовать"
1166,"откуда-нибудь, откуда-либо, откуда угодно"
1167,"подтверждать, удостоверять"
1169,страховать
1170,"затемнить, омрачить"
1171,из-за
1172,"искушение, соблазн"
1173,"мучить, пытать"
1174,"процедура, производство, разбирательство"
1175,"отвергать, отклонять, отказывать"
1177,"далее, дальше"
1178,Дания
1179,чей
1180,четырнадцать
1181,доить
1182,иностранец
1183,мне
1184,"чудо, диво"
1185,парламент
1186,стратегический
1188,Франция
1189,"передать, доставить"
1190,"прочитать, прочесть"
1191,"девать, класть"
1192,дядя (брат отца)
1193,"как, каким образом"
1194,"почему, зачем, по какой причине"
1195,унаследовать
1196,сигнализировать
1199,предыстория
1200,"перед, прежде, ранее чем"
1201,журавль
1202,летать
1203,представитель
1204,технология
1205,"низина, низменность"
1206,импульс
1207,полковник
1208,напоминать
1209,"прямой, непосредственный"
1210,про-
1211,промышленность
1212,публиковать
1213,"публичный, общественный"
1214,признавать
1215,"природный, натуральный, естественный"
1216,наречие (грам.)
1217,прочь
1219,бежать
1220,посещать
1221,проконтролировать
1222,ниоткуда
1223,пролежень
1224,пшеница
1225,позиция
1226,поприветствовать
1227,"отметить, отпраздновать"
1228,поросёнок
1229,ноготь
1230,нога
1231,"курица, кура"
1232,"просьба, запрос, ходатайство"
1233,ожидать
1234,от (принадлежность)
1235,ржавчина
1236,"дебаты, дискуссия"
1237,новинка
1238,"решение, постановление"
1240,"романшский язык, ретороманский язык"
1241,рекорд
1242,равный
1243,реформа
1244,резерв
1245,хворост
1246,род (грам.)
1247,слушать
1249,"лояльный, верный"
1250,"работать, трудиться"
1251,остаток
1252,рысь
1253,рискованный
1254,риск
1255,"отомстить, отмстить"
1256,"решить, постановить, определить"
1257,дымить
1258,свобода
1259,результат
1262,"размещать, располагать"
1263,центр
1264,граница
1265,гранатомёт
1266,вторник
1267,с помощью
1268,приучать
1269,русский
1270,секция
1272,русинский
1274,голавль
1275,сколько
1276,"генеральный, общий, главный"
1277,"общаться, сообщать, коммуницировать"
1278,час
1279,рефрен
1280,"с, со, вместе с"
1282,развить
1283,"помидор, томат"
1284,"положить, поместить, расположить"
1285,"сосчитать, счесть"
1286,сидеть
1287,семь
1288,неделя
1289,функция
1290,растянуться
1292,слюна
1293,"слегка, немного, чуть"
1294,"груда, куча, кипа"
1295,пулемёт
1296,"нужный, необходимый, потребный"
1297,"уменьшить, снизить, сократить"
1298,девятьсот
1299,"выше, сверху, над"
1300,ингушский
1301,культура
1303,лебедь
1304,"смеркаться, темнеть"
1305,"давить, раздавливать, сжимать, гнести"
1306,ведро
1307,легенда
1308,дятел
1309,"сила, мощь"
1310,сильный
1311,сетка
1312,"очень, ощутимо, сильно"
1313,камень
1314,элизия (фонет.)
1315,"отмечать, праздновать"
1316,систематический
1317,система
1318,сказать
1319,"чей-то ещё, кого-то другого"
1320,федеративный
1321,"компенсировать, скомпенсировать"
1322,скульптура
1324,"скоро, вскоре"
1325,букет
1326,"защитить, уберечь, сохранить"
1327,служба
1328,словарь
1329,соловей
1330,"интерес, заинтересованность"
1331,раунд
1332,колесо
1333,"случай, событие, происшествие"
1334,слуга
1335,слышать
1336,голосование
1337,"берлога, логово"
1338,"славный, прославленный"
1339,слава
1340,"празднование, отмечание"
1341,"слабый, немощный"
1342,фракция
1343,Черногория
1345,встретить
1346,фрукт
1347,"этот, данный, сей"
1348,лёгкое (анат.)
1349,словенский
1350,Словакия
1351,половина
1352,"слева, по левую сторону"
1353,португальский
1355,славянский
1356,"римский папа, папа, понтифик"
1357,славянин
1358,пресс-релиз
1360,ситуация
1361,слово
1362,одинокий
1363,зерно
1364,серп
1366,рисковать
1367,семьсот
1368,клин
1369,сок (растений)
1370,сложное слово
1371,"зачем-то, почему-то, по некоторой причине"
1372,площадь
1373,сеть
1375,сервис
1376,"горняк, шахтёр"
1377,плод
1378,следующий
1379,Босния и Герцеговина
1380,король
1381,ранить
1382,ратификация
1383,рано
1384,"съезд, конгресс"
1385,союз
1387,союзник
1388,"употреблять, использовать"
1389,сестра
1390,словацкий
1391,Швеция
1392,символизировать
1394,стандарт
1395,сталь
1396,"присяжные, суд присяжных"
1397,лист (страница)
1398,советский
1399,старый
1400,вино
1402,статуя
1403,"станция, вокзал "
1404,"стыд, позор"
1405,статья
1406,стена
1408,стекло
1409,ценный
1410,Казахстан
1411,"тихо, бесшумно"
1412,сторона
1413,"торговец, купец"
1414,стол
1415,положительный
1416,страхование
1417,кириллица
1418,кислый
1419,"уполномачивать, давать полномочия"
1420,шведский
1421,как... так и...
1423,"отвага, мужество"
1424,метеоролог
1425,независимый
1426,"нужда, необходимость, надобность"
1427,сумма
1429,гора
1430,внук
1431,"соперник, конкурент"
1432,"усиливать, укреплять"
1433,суверенный
1434,без
1435,коричневый
1436,"дед, дедушка"
1437,простота
1438,свинья
1439,свиновод
1440,"святить, освящать"
1441,соль
1442,стрелять
1443,тестировать
1445,супермаркет
1446,сюрприз
1448,подбородок
1450,грудь
1451,мак
1452,музыкант
1453,уголь
1454,какой
1455,бузина
1456,месяц
1457,оказаться
1458,традиционный
1459,"мелкий, мелководный"
1460,"восстание, бунт, мятеж, революция"
1461,братство
1463,"счастье, удача"
1464,животное
1465,стоить
1466,три
1467,"прицелить, прицелиться"
1468,"шеф, босс"
1469,певец
1471,"поступать, вести себя, действовать"
1473,"кожа, шкура"
1474,шаблон
1475,суффикс
1476,искусственный
1477,спонсор
1478,яйцо
1479,"общий, совместный, коллективный"
1480,инвестировать
1481,"оглашать, объявлять"
1482,ленивый
1483,теннис
1484,текстиль
1485,тело
1486,температура
1487,суд
1488,"наиболее, больше всего, более всего"
1489,"замена, обмен"
1490,жертвовать
1492,титан
1493,"одарить, наделить"
1494,собрать
1495,злоупотребить
1496,рай
1497,масло
1498,"быстро, скоро"
1499,желтый
1500,"причинять, вызывать"
1501,табак
1502,начаться
1503,спускаться
1504,иллириец
1505,"употребление, использование"
1507,тебе
1508,Косово
1509,"выгода, польза, прибыль"
1510,новости
1511,гомосексуальный
1513,зима
1514,полярный
1515,десятый
1516,деспотичный
1517,десять
1518,воля
1519,ремонтировать
1520,"значительный, существенный"
1521,"мужчина, мужик"
1522,нацист
1523,уж
1524,"представлять, презентовать"
1525,"работать, трудиться"
1526,учить
1527,юг
1528,японский
1529,"рвать, раздирать"
1530,"рот, уста (устар.)"
1531,учиться
1532,"твёрдый, жёсткий"
1534,этот
1535,"мало, маленько, малость"
1536,сегодняшний
1537,меньшинство
1538,квартал
1539,веснушка
1540,клей
1541,Болгария
1542,угасать
1543,лук
1544,"средний, серединный, центральный"
1545,счастливый
1546,"опустошить, сокрушить, разорить"
1547,университет
1548,"творческий, креативный"
1550,"отдых, восстановление сил, развлечение"
1551,"честный, справедливый, благородный"
1552,услышать
1553,вам
1555,Европа
1556,родить
1557,для
1558,раздувать
1559,упрощать
1560,серый
1562,"столетие, век"
1563,"охранять, защищать"
1564,"охотиться, ловить рыбу, рыбачить"
1565,"преобладание, превосходство"
1566,ремесло
1567,типография
1568,цена
1569,уран
1570,"область (знаний), сфера"
1571,переводчик
1572,первый
1573,мышь
1574,ячмень
1576,ягнёнок
1577,тонкий
1578,"воспредшествовать, произойти прежде"
1579,"преуменьшать, недооценивать"
1580,ягода
1581,шестой
1582,шестьсот
1583,шестнадцать
1584,школа
1585,шок
1586,штат (адм.-тер. единица)
1587,обезглавливать
1588,брат или сестра
1589,"успокоить, умиротворить"
1590,"успокаивать, умиротворять"
1591,диаметр
1592,"есть, кушать"
1593,долбить
1594,"акт, действие, поступок"
1595,"выдумка, придумка"
1597,"помочиться, пописать, посикать, отлить"
1598,турист
1599,"уверенный, уверен"
1600,корова
1601,тюльпан
1602,я
1603,дрожжи
1604,"сейчас, теперь, ныне"
1605,генерал
1606,"во время, в течение"
1607,"в, во, в пределах"
1608,"вагон, повозка, карета"
1610,"скалькулировать, подсчитать, рассчитать"
1611,"уведомлённый, проинформированный"
1612,оказываться
1613,иракский
1614,усилие
1615,"улыбнуться, усмехнуться"
1616,успех
1618,условный
1619,"уведомить, проинформировать"
1620,"уведомлять, информировать"
1621,малина
1622,дрозд
1623,короновать
1624,"улыбка, усмешка"
1626,"во время, в течение, пока"
1627,"замена, подмена, замещение"
1628,ни ... ни ...
1629,вы
1630,выстроить
1631,ваш
1632,важный
1634,"улыбаться, усмехаться"
1635,вещь
1637,вечером
1639,"грубый, неровный, шороховатый"
1640,христианство
1641,разбомбить
1642,выборы
1643,"исчерпывать, истощать"
1645,нарушить
1646,"осколок, щепка, стружка"
1647,убегать
1648,уступить (дорогу)
1649,"уверять, убеждать"
1650,"уступка, концессия"
1651,утвердить
1653,вечер
1655,"жопа, задница"
1656,голубь
1657,вечный
1658,королева
1660,уродливый
