id,translation
335,"vyrážka, opar, lišej"
337,"sobě, si"
338,"lít, nalévat"
339,paprsek
340,literatura
341,"výkal, exkrement"
342,lípa
343,litevský
344,teplý
345,červ
347,"svádět, pokoušet"
348,černohorský
349,Černohorec
350,pán
351,"přivyknout, navyknout, zvyknout"
352,"lov, hon"
353,lžíce
355,opozice
356,"milovat, mít rád"
358,"koráb, loď"
359,Maďar
360,"hůl, kyj"
361,protestant
362,proti
363,logický
364,"podle, v souladu s"
366,"klín, lůno, kolena"
367,"lopata, rýč"
368,tuna
370,Rumunsko
371,exportovat
372,znát
373,politický
374,luk
375,"vyzařovat, vysílat paprsky"
376,louka
379,macecha
380,plamen
382,diplomatický
383,"lidoop, opice"
384,"bažina, močál, mokřina"
385,loket
386,los
388,pijavice
389,umět
390,"alespoň, přinejmenším"
391,menší
392,"ráno, jitro"
393,"potvrzovat, stvrzovat, schavalovat"
394,"železnice, železniční trať"
395,železo
396,sestra (zdravotní)
397,"hodit, vrhnout"
398,deportovat
400,roh
401,hořet
402,"podlý, záludný, nízký"
403,měch
404,"mírný, klidný, pokojný, mírumilovný, mírový"
405,minaret
406,"házet, kydat"
407,lék
408,Španělsko
409,vysoký
410,tuberkulóza
411,požádat
412,větší
413,farmář
414,"povolit, připustit"
415,vlkodlak
416,"těsný, úzký, blízký"
417,muset
418,film
419,"silnice, cesta"
421,"cíl, účel"
422,"schopnost, nadání, způsobilost"
423,"dost, docela, poněkud"
425,smích
426,písek
427,žláza
428,"proslavený, slavný"
429,housenka
430,projekt
431,pavouk
432,"drahý, milý"
434,"duch, přízrak"
435,"povolovat, připouštět"
436,"škrábat, drápat"
438,opilý
439,třetí
440,drastický
442,"škrábnout, drápnout"
443,podzim
444,"uspokojovat, těšit"
446,"slíva, švestka"
447,sladký
448,"kaluž, louže"
449,zdřímnout
450,osvobozovat
451,dub
452,Kypr
453,podkopat
454,sova
455,spálit
456,vlk
457,dva
458,dvacet
459,"osobní strážce, bodyguard"
460,cigareta
461,"klidně, tiše, mírně"
463,"klidný, tichý, mírný"
464,vdova
465,"dotud, dosud, doposud, sem"
466,zůstat
467,vzít
468,"pohybovat, hýbat"
469,pohybovat se
471,"hýbnout, pohnout"
472,dvoje
473,bradavka
474,pátek
475,džbán
476,"dvojný, dvojitý"
477,"známý, slavný"
479,srát
480,"účinný, efektivní"
481,dotknout
482,vyloučit
484,důstojnost
485,"entita, jednotlivý objekt"
486,"eskortovat, doprovázet"
487,"nepřímý, zprostředkovaný"
488,Estonsko
489,krát
490,továrna
491,chyba
492,"hrdlo, krk"
493,bandita
494,modlit se
495,filmovat
496,filozofie
497,"kvalitní, jakostní"
498,"kadeř, lokna, kudrna, kučera"
499,mladý
500,"odměna, náhrada, odškodnění"
501,předcházet
502,tlapa
505,"zanechávat, opouštět"
506,papír
507,Georgie
508,krtek
510,česnek
511,"modrý, blankytný"
512,jeho
513,maso
514,"heslo, slogan"
515,měkký
516,"vozit, dopravovat"
517,"brzký, ranný, časný"
518,"k, ke"
519,káď
520,černý
521,infinitiv
522,pochválit
523,"střecha, krov"
524,kompenzovat
526,spokojený
527,jestřáb
528,"jebat, mrdat, šoustat"
529,"teritoriální, územní"
530,"kovat, kout"
531,jeden
532,"jeden druhého, navzájem"
533,jedenáct
534,"objevit se, ukázat se, jevit se"
535,končit
536,konec
537,loď
538,kopřiva
539,oranžový
540,jezdit
541,jazyk
542,asijský
543,paradox
544,kopec
545,jazyk (anatom.)
547,odpouštět
548,slza
550,koalice
551,"jazykovědec, lingvista"
552,čínský
553,Jihoafrická republika
554,otázka
555,východ  (strana)
556,zdržet se (čeho)
557,vosk
558,"vyvést, vyprovodit"
559,království
560,slunce
561,emocionální
562,"vzájemné působení, interakce"
563,ozbrojený
564,"speciálně, zejména"
565,smráknout se
566,spolupracovat
568,komentovat
569,"vládnout, panovat"
570,"pamatovat, nezapomenout, vzpomenout"
571,"obsadit, zabrat, uchvátit (silou)"
573,prdět
574,"klátit, kývat, třepat, třást"
576,zdraví
577,stabilní
578,násilí
579,"vylézt, vystoupat, vyšplhat, vlézt (na)"
580,"povzbuzovat, podněcovat, stimulovat"
581,planeta
582,"čistý, cudný"
583,smlouva (mezinárodní)
584,"úředník, funkcionář"
585,pomořanský
586,svědomí
587,rozšiřovat
589,gesto
590,číslo (gramat.)
591,srbochorvatský
592,člověk
593,být
594,"vyčerpaný, unavený, umořený"
595,"rozdělit, odseparovat"
596,Ukrajinec
597,"splnit, dokončit"
598,"článek, paragraf"
599,členství
600,"lidstvo, člověčenstvo"
601,čmelák
602,"navrhovat, předkládat, nabízet"
603,vynálezce
604,"rozmar, vrtoch, vzdor, kapric"
606,bosenský
608,"netvor, nestvůra, potvora, příšera, monstrum"
610,"cizí, zahraniční"
611,"cítit, pociťovat"
612,"daleký, vzdálený"
613,"od, z"
614,"nahoru na, nahoře na"
615,"pestrý, rozmanitý"
616,"uznávat, respektovat, vážit si"
617,"smutný, žalostný"
618,severoslovinský
619,"čerpat, získat"
620,blažený
621,"při, poblíž"
622,"urážet, osočovat"
623,demonstrativní
624,"močál, bažina"
625,"tolik, tak mnoho"
626,"dospělost, zralost"
627,krást
628,ovce
631,"trest, penále, pokuta"
632,šance
633,"odpouštět, promíjet"
634,"prominout, odpustit"
635,"moc, síla"
636,čtvrtý
637,"byznys, podnikání"
638,čtvrtek
639,med
640,člen
641,"komora, jizba"
642,"vyhnout se, vyvarovat se"
643,italský
644,z
645,motyka
646,motivace
647,zkrátit
649,koryto
650,plánovat
652,"zasvětit, obětovat, věnovat"
655,"dojednat, smluvit"
656,Severní moře
657,"rozum, mysl, inteligence"
658,trup
659,pěšky
661,spravedlivý
662,populární
664,dát
665,žádat
666,vízum
668,"hrýzt, kousat"
669,ženský rod
670,"sloučit, spojit, stavit, slít"
671,město
673,houba
674,hříva
675,ty
676,hranostaj
678,přísaha
679,"srovnávat, porovnávat"
680,Hrubý domací produkt [HDP]
681,"udělat, vyrobit"
682,"vyjadřovat, vyslovovat"
683,"dout, foukat"
684,olše
685,"opět, znovu"
686,popisovat
687,fanatický
688,hrob
689,velkoměsto
690,nebezpečí
691,"nebezpečný, ohrožující"
692,"pomocí, prostřednictvím"
694,dominovat
695,vítězství
696,"vlastnost, rys"
697,silně
698,Gruzie
699,"demunitiv, zdrobnělina"
701,"bob, fazole"
702,žihadlo
703,duše
704,věnec
705,větší
706,"vlajka, korouhev"
707,provokace
708,třást
709,pondělí
711,vyměňovat
712,reakce
715,ideologie
716,"jeho, ho"
717,pozdě
718,a
719,"vyjádření, vyslovení, výraz, vzezření"
720,rozhovor
721,"viník, pachatel"
722,pokuta
723,stimulovat
724,nebo
725,vyplnit
727,hnida
728,"látat, štupovat, štepovat"
729,skála
730,"pečlivý, svědomitý, opatrný"
731,radioaktivní
732,ustupovat
733,morek
734,"jasný, zářivý"
736,komunikace
737,pod
738,kopat
739,"direktiva, směrnice"
740,jednota
741,"jedenkrát, jednou"
742,"trpět, strádat"
743,střílet
745,problém
746,mimo
747,křiknout
748,"křivý, zkroucený, ohnutý"
749,vyhlašovat
750,odkud
751,prosinec
752,zelený
753,pedofil
754,"hovořit, mluvit, říkat, povídat"
757,"krajní, extrémní"
758,"krmivo, krmení"
759,"popudlivý, podrážděný, hádavý"
760,demise
761,dědictví
762,obvinit za
763,"propouštět, ukončovat pracovní poměr, vyhazovat (z práce)"
764,kůra
765,"bok, strana"
766,buď ... nebo ...
767,"strach, zděšení, hrůza"
768,"fanoušek, fanda"
769,informace
770,osobní
771,"popsat, vylíčit, zobrazit"
772,demonstrace
773,"stít (hlavu), dekapitulovat"
774,účast
775,všudy
779,nejhorší
780,vždy
781,najít
782,hřmít
783,syn
784,druhý
785,mravenec
786,podstatné jméno
787,klec
788,"zobat, klovat"
789,"ohýbat, klonit, sklánět, naklánět"
791,krabička
792,ona
793,společnost
794,opublikovat
796,bezdůvodně
797,"odmítnout, odvrhnout, zamítnout"
799,konference
802,"věk, stáří"
803,radostný
804,"postup, procedura"
805,"prefix, pčedpona"
807,fotografie
808,konjunkce
809,konjugace
810,konkrétní
811,konkurovat
812,"konkurs, soutěž"
813,"valoun, hrudka zlata"
814,letadlo
815,"pokoj, komnata"
816,skladatel
817,"rozpustit, roztavit"
818,havran
820,"soutěž, závod, soupeření"
821,komplikovat
822,konflikt
823,kongres
824,konfrontace
825,"zanechat, opustit, ponechat, nechat"
826,oheň
827,sloveso
828,kopr
829,erb
830,ucho
831,ukrajinský
832,"kontrolovat, dohlížet"
833,za (časově)
834,kopat
835,koordinátor
836,"gigant, obr"
837,hladký
838,římský
839,"kooperovat, spolupracovat"
841,"páteř, hřbet"
842,západní
843,zvuk
844,"konfiskovat, zabavit"
845,tank
846,ježek
847,"hospůdka, putyka, krčma"
848,kordon
849,křeč
850,"krčit, mačkat, vraštit, smršťovat"
851,kamera
852,krok
853,politik
854,komisař
855,krádež
856,"podpořit, zachovat, udržet"
857,koruna
858,mrknout
859,"krmit, živit, sytit"
860,"země, kraj"
862,informovaný
863,informovat
864,jiný
865,"dřeň, dužina"
866,"zkoumání, vyšetřování"
867,korupce
868,kosovský
869,pěna
870,kapr
871,kost
872,umírat
873,"tlumočení, překlad"
874,"majetek, vlastnictví"
875,"mít, vlastnit"
876,mít pravdu
877,zlatý
878,"ještěr, ještěrka"
879,Lotyšsko
880,kruh
881,osvobodit
883,cihla
884,"lehký, jednoduchý"
885,měření
886,devatenáct
887,"radiace, záření"
888,"minout, uplynout, projít  (čas)"
889,"líce, líčka"
890,ovlivnit
892,matematika
893,mise
894,lechický
895,pašovat
896,"imperátor, císař"
897,indoevropský
898,protestovat
900,moderní
901,klást
902,"raport, zpráva"
904,analytik
905,mouka
906,"dělat, páchat, činit"
907,oddělený
908,pět
909,míč
910,"moci, moct"
911,"mačkat, muchlat"
912,oves
914,"jedovatost, jízlivost"
915,"jednotné číslo, singular"
916,učitel
917,názor
918,"stavět, budovat"
919,precedens
920,můj
921,báseň
922,muslim
925,mlít
926,"možná, eventuálně, popřípadě, snad"
927,bedla
928,mrkev
929,mořské dno
931,"vystavovat, ukazovat"
932,"zvíře, potvora, bestie"
934,může být
935,mozek
936,muzeum
937,každý
938,"vystrkovat, vystrkávat"
939,"zakládat, zřizovat"
940,zablokovat
941,ukrást
942,kde
943,"ocenění, odměna, vyznamenání, cena"
944,kabát
946,euro [€]
947,"ostrý, akutní, pronikavý"
948,"náčelník, lídr, vůdce, hlava, šéf, ředitel"
949,němý
950,narkoman
951,mlha
952,hrabat (listí)
953,"zkrácení, zkratka"
955,"útočit, napadat, přepadat"
956,"niva, polní plocha, louka"
957,"zaútočit, napadnout, přepadnout"
958,napsat
959,verze
960,máchat
961,nos
962,"obraz, malba, obrázek"
963,nedávný
967,"nepříliš, nemnoho"
968,nenávidět
969,dědic
970,"živý, temperamentní"
971,"nazvaný, pojmenovaný"
972,světle modrý
973,bránit
974,tropický cyklón
975,protokol
976,troubit
977,"umřít, zemřít"
978,zničit
979,Portugalsko
980,"zábava, veselice, veselení"
981,minulý
982,nás
983,nějaký
984,německý
985,naučit se
986,třináct
988,trůn
990,slíbit
991,"hlupák, tupec, blbec, debil, krtén"
992,bezprostředně
993,ničí
994,nepořádek
995,galerie
996,nedokonavý vid
997,nevěsta
998,oba
999,"jediný, jeden, sám, samotný"
1000,"společný, obecný"
1001,někudy
1002,"níže, dolů"
1003,"čichat, ňuchat"
1004,"odmítat, zamítat zavrhávat"
1005,"vysvětlit, objasnit"
1006,"objevit se, zjevit se"
1007,pokračovat
1009,"vinen, viný"
1010,náležet
1011,jiskra
1012,hledat
1013,národ
1014,nůž
1015,nula
1016,fond
1017,"objevit, odhalit, odkrýt"
1018,nedostatek
1019,nezávislost
1020,francouzský
1021,"holandský, nizozemský"
1022,čtyři sta
1023,"stav, status"
1024,navštívit
1025,posílat
1027,"celý, neporušený"
1028,urážka
1030,"urazit, osočit"
1031,vzdělání
1032,obřad
1033,"za, pro"
1034,nosit (oděv)
1035,ocet
1037,nosit
1038,kůň
1039,"kvůli, v důsledku, na základě, z důvodu"
1040,gruzínský
1041,"rozmíchat, zamíchat"
1042,odvracet
1044,Rusko
1045,žebro
1046,"předpis, recept"
1047,"přát, toužit"
1048,"ohromný, úžasný, velklepý, strašný, hrozný"
1049,expert
1051,"popadnout, uchopit, chopit se, uchvátit"
1052,oslabený
1053,"klobouk, čepice, čapka"
1054,šachy
1055,trvat
1056,otevřený
1057,uzel
1058,"hůl, tyč, klacek"
1059,dosáhnout
1060,upadnout
1061,student
1062,sobota
1063,Pákistán
1064,organizace
1065,komunistický
1066,otruby
1067,včera
1068,Indie
1069,"jmenovat, určovat, označovat, naznačovat,"
1070,"vyjmenovat, určit, označit, naznačit,"
1073,odpor
1074,"náboženství, relige"
1075,"kapradina, kapradí"
1076,ještě
1077,"začátek, počátek"
1078,"začít, počít"
1079,pěší
1080,"nevolnictví, otroctví"
1081,"změnit, vyměnit"
1082,plnit
1083,"pustý, prázdný, dutý"
1084,dcera
1085,počkat
1086,ořech
1087,"prohlášení, tvrzení"
1089,naplnit
1090,zastavovat se
1091,křičet
1093,"kocour, kot"
1094,krása
1096,"střela, šíp, šipka"
1097,"struna, šňůra, provaz, lano"
1098,stránka
1099,svůj
1100,"posílit, upevnit"
1101,"displej, obrazovka"
1102,pravděpodobně
1103,rozkvétat
1105,plivat
1106,nikudy
1107,sedmnáct
1108,"ukazovat, poukazovat"
1109,"chlapeček, chlapec"
1110,výbor
1111,pták
1112,"osel, soumar"
1114,podporovat
1115,podlaha
1116,"příručka, rukověť"
1117,podepisovat
1118,radnice
1119,ratifikovat
1120,konzervovat
1121,odvrátit
1122,odevšad
1123,Organizace Spojených Národů
1124,orientace
1125,"oblak, mrak"
1126,tma
1127,hněv
1128,hluchý
1129,polibek
1130,přivlastňovací
1131,"osvobozovat, zprošťovat viny"
1132,"bol, bolest"
1133,popel
1135,"poranit, zranit"
1136,"vpravo, napravo od"
1138,"vlastnit, držet, ovládat, dosahovat (schopnost)"
1139,přicházet
1140,připravit
1141,přítel
1142,"srovnat, porovnat"
1143,přídavné jméno
1144,dobrý
1145,dobytek
1146,dotýkat
1147,pískat
1149,rozsypat
1150,"prostředník, zprostředkovatel"
1151,přijít
1154,postupně
1156,září
1157,"nevinný, cudný"
1158,předložka
1159,"akuzativ, 4. pád"
1160,nepřítel
1161,nést
1162,rozšířit
1163,viset
1164,pravý
1165,"potřebovat, vyžadovat (si)"
1166,odkudkoli
1167,"potvrzovat, dosvědčovat, svědčit"
1169,pojistit
1170,"zatemnit, ztmavit"
1171,"za, kvůli"
1172,"pokušení, svod, svádění"
1173,mučit
1174,"řízení, postup"
1175,"odmítat, odvrhávat, zamítat"
1177,"dál, dále"
1178,Dánsko
1179,čí
1180,čtrnáct
1181,dojit
1182,cizinec
1183,"mi, mně"
1184,"div, zázrak"
1185,parlament
1186,strategický
1188,Francie
1189,"předat, doručit"
1190,pročíst
1191,"dávat, klást, pokládat"
1192,strýc
1193,jak
1194,"proč, z jakého důvodu"
1195,sdědit
1196,signalizovat
1199,"pravěk, prehistorie"
1200,před
1201,jeřáb  (pták)
1202,létat
1203,"představitel, mluvčí, zástupce"
1204,technologie
1205,nížina
1206,impuls
1207,plukovník
1208,připomínat
1209,"přímý, rovný"
1210,pro-
1211,průmysl
1212,publikovat
1213,veřejný
1214,"přiznávat, uznávat"
1215,"přírodní, naturální"
1216,příslovce
1217,pryč
1219,běžet
1220,navštívit
1221,zkontrolovat
1222,"odnikud, z ničeho nic"
1223,proleženina
1224,pšenice
1225,pozice
1226,pozdravit
1227,oslavit (něco)
1228,prasátko
1229,nehet
1230,noha
1231,"slepice, kuře"
1232,prosba
1233,očekávat
1234,(kým)
1235,"rez, koroze"
1236,"debata, diskuse"
1237,"novinka, novost"
1238,rozhodnutí
1240,rétorománština
1241,rekord
1242,"rovný, stejný"
1243,reforma
1244,rezerva
1245,chrastí
1246,rod (gram.)
1247,poslouchat
1249,loajální
1250,pracovat
1251,"zbytek, pozůstatek"
1252,rys
1253,"riskantní, rizikový, nebezpečný"
1254,"riziko, risk, nebezpečí"
1255,pomstít
1256,"rozhodnout, určit"
1257,"kouřit (se), dýmat , čoudit se"
1258,"svoboda, volnost"
1259,výsledek
1262,"rozmísťovat, umísťovat"
1263,centrum
1264,hranice
1265,granátomet
1266,úterý
1267,s pomocí
1268,"přivykat, navykat, zvykat"
1269,Rus
1270,"sekce, oddíl"
1272,rusínský
1274,tloušť (ryba)
1275,kolik
1276,"generální, hlavní, všeobecný, celkový"
1277,komunikovat
1278,hodina
1279,refrén
1280,"s, se"
1282,"rozvinout, vyvinout"
1283,rajče
1284,"položit, umístit"
1285,spočítat
1286,sedět
1287,sedm
1288,týden
1289,funkce
1290,roztáhnout se
1292,slina
1293,"zlehka, lehce, mírně, spíše, poněkud, trochu"
1294,"kupa, hromada"
1295,kulomet
1296,"nutný, potřebný, nezbytný, nevyhnutelný"
1297,"snížit, zmenšit"
1298,devět set
1299,nad
1300,ingušský
1301,kultura
1303,labuť
1304,smrákat se
1305,hníst
1306,"vědro, kbelík"
1307,legenda
1308,datel
1309,síla
1310,silný
1311,"síťka, síť"
1312,velmi
1313,kámen
1314,"elize, vyškrtnutí (fonet.)"
1315,"slavit, oslavovat (něco)"
1316,systematický
1317,systém
1318,"říct, povědět"
1319,někoho jiného
1320,federativní
1321,zkompenzovat
1322,socha
1324,"brzy, skoro"
1325,kytice
1326,"ochránit, zachovat"
1327,služba
1328,slovník
1329,slavík
1330,"zájem, interes"
1331,"kolo, okruh, runda"
1332,kolo
1333,"případ, událost, výskyt, nehoda"
1334,sluha
1335,slyšet
1336,hlasování
1337,"brloh, doupě"
1338,"slavný, skvělý, skvostný"
1339,"sláva, chvála"
1340,"oslava, oslavování"
1341,slabý
1342,"frakce, klika, křídlo"
1343,Černá hora
1345,"potkat, střetnout"
1346,"ovoce, plod"
1347,"ten, tento"
1348,plíce
1349,slovinský
1350,Slovensko
1351,"polovina, půlka"
1352,"na levé straně, zleva, nalevo"
1353,portugalsky
1355,slovanský
1356,papež
1357,Slovan
1358,tisková zpráva
1360,situace
1361,slovo
1362,"osamělý, samotný, osamocený"
1363,"zrno, obilí"
1364,srp
1366,riskovat
1367,sedm set
1368,klín
1369,míza (rostl.)
1370,"složené slovo, složenina"
1371,z nějakého důvodu
1372,náměstí
1373,síť
1375,"servis, služba"
1376,horník
1377,plod
1378,"následující, příští"
1379,Bosna a Hercegovina
1380,král
1381,ranit
1382,ratifikace
1383,"brzo, brzy"
1384,"sjezd, kongres"
1385,"svaz, unie"
1387,spojenec
1388,"používat, užívat, využívat"
1389,sestra
1390,slovenský
1391,Švédsko
1392,symbolizovat
1394,standard
1395,ocel
1396,porota
1397,list (stránka)
1398,sovětský
1399,starý
1400,víno
1402,socha
1403,stanice
1404,"stud, hanba, ostuda"
1405,článek
1406,"stěna, zeď"
1408,sklo
1409,cenný
1410,Kazachstán
1411,tiše
1412,"strana, stránka"
1413,"trhovec, obchodník, kupec"
1414,stůl
1415,"pozitivní, kladný"
1416,pojištění
1417,cyrilice
1418,kyselý
1419,"zplnomoňovat, zmocňovat"
1420,švédský
1421,"jak ... tak i...,  rovněž ... tak i..."
1423,"odvaha, statečnost"
1424,meteorolog
1425,nezávislý
1426,"nezbytnost, nutnost"
1427,"součet, suma"
1429,hora
1430,vnuk
1431,"soupeř, konkurent, rival"
1432,"posílovat, upevňovat"
1433,"suverénní, svrchovaný"
1434,bez
1435,hnědý
1436,"děda, děd"
1437,"jednoduchost, prostota"
1438,"prase, svině, čuně"
1439,chovatel prasat
1440,světit
1441,sůl
1442,střelit
1443,testovat
1445,supermarket
1446,překvapení
1448,brada
1450,"prs, prso"
1451,mák
1452,hudebník
1453,uhlí
1454,jaký
1455,bez (rostl.)
1456,měsíc
1457,ukázat se
1458,tradiční
1459,"mělký, plytký"
1460,"povstání, vzpoura, revoluce"
1461,bratrstvo
1463,"štěstí, klika"
1464,zvíře
1465,stát (cena)
1466,tři
1467,"zacílit, nasměrovat"
1468,šéf
1469,zpěvák
1471,"postupovat, chovat se, jednat, pokračovat"
1473,kůže
1474,šablona
1475,přípona
1476,umělý
1477,sponzor
1478,"vejce, vajíčko"
1479,"společný, sdílený"
1480,investovat
1481,"ohlašovat, oznamovat"
1482,líný
1483,tenis
1484,"textil, tkanina"
1485,"tělo, těleso"
1486,teplota
1487,soud
1488,nejvíce
1489,"změna, výměna"
1490,obětovat
1492,titan
1493,"obdarovat, obdařit"
1494,"sebrat, shromáždit"
1495,zneužít
1496,ráj
1497,olej
1498,rychle
1499,žlutý
1500,"zapříčiňovat, způsobovat"
1501,tabák
1502,začít se
1503,spouštět se
1504,llyr
1505,použití
1507,tobě
1508,Kosovo
1509,"zisk, prospěch"
1510,"zprávy, noviny, novinky"
1511,homosexuální
1513,zima
1514,polární
1515,desátý
1516,despotický
1517,deset
1518,vůle
1519,opravovat
1520,"značný, významný, podstatný, výrazný"
1521,muž
1522,nacista
1523,užovka
1524,"představovat, předkládat, prezentovat"
1525,pracovat
1526,učit
1527,jih
1528,japonský
1529,"trhat, drát"
1530,ústa
1531,učit se
1532,"tvrdý, pevný"
1534,"tento, tito"
1535,"málo, trochu"
1536,dnešní
1537,menšina
1538,čtvrtletí
1539,piha
1540,"lepidlo, klej, lep"
1541,Bulharsko
1542,"hasnout, uhasínat, zhasínat"
1543,cibule
1544,"střední, středový, centrální"
1545,"šťastný, šťastlivý"
1546,"zpustošit, zničit, zdevastovat"
1547,univerzita
1548,tvůrčí
1550,rekreace
1551,"čestný, spravedlivý, počestný"
1552,uslyšet
1553,vám
1555,Evropa
1556,porodit
1557,pro
1558,"rozdmýchávat, rozdouvat"
1559,zjednodušovat
1560,šedý
1562,století
1563,"chránit, zachovávat"
1564,lovit
1565,převaha
1566,řemeslo
1567,typografie
1568,"cena, náklady"
1569,uran
1570,"oblast (znalostí), obor"
1571,"překladatel, tlumočník"
1572,první
1573,myš
1574,ječmen
1576,jehně
1577,tenký
1578,předejít
1579,"zlehčovat, podceňovat, bagatelizovat"
1580,"bobule, ovocný plod"
1581,šestý
1582,šest set
1583,šestnáct
1584,škola
1585,šok
1586,"stát, země"
1587,"stínat (hlavu), dekapitulovat"
1588,surozenec
